0,0,0
0,0,0
0,0,0
42,36,78
300,97,397
11,7,18
92,54,146
24,3,27
60,13,73
113,20,133
0,0,0
0,0,0
0,0,0
12,11,23
0,0,0
0,1,1
0,0,0
0,1,1
0,0,0
58,11,69
455,301,756
2,0,2
0,0,0
1,0,1
0,0,0
0,0,0
452,319,771
0,0,0
327,139,466
978,388,1366
0,0,0
