2004,928,2932
0,0,0
0,0,0
0,0,0
14,25,39
121,42,163
13,8,21
33,19,52
7,1,8
0,0,0
36,12,48
32,2,34
0,0,0
0,0,0
8,13,21
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
8,3,11
390,253,643
1,0,1
0,0,0
0,0,0
0,0,0
0,0,0
53,36,89
0,4,4
418,214,632
991,337,1328
